seed,task,subwindow_idx,sigma_mean,sigma_std,sigma_cv,n
43,FXS,0,0.05709400378049366,0.012706979378752627,0.2225624152687993,630
43,FXS,1,0.05689282775043495,0.012275239203214262,0.21576075031918968,630
43,FXS,2,0.05690621268299837,0.012380434928424456,0.2175585818263971,630
43,FXS,3,0.05609874397752777,0.009923992031871104,0.17690221434987016,630
43,FXS,4,0.05525762478392276,0.006217147617144846,0.11251203144283048,630
43,FXS,5,0.054788528708001924,0.0038888431240739364,0.07097914866083942,630
43,FXS,6,0.05463374031796342,0.003994297355359989,0.07311045028426646,630
43,FXS,7,0.0548065497170365,0.005690289003909978,0.10382498138066815,630
43,FXS,8,0.054879000629224475,0.005883452437808254,0.10720771825927101,630
43,FXS,9,0.05480768776365689,0.005901657885552386,0.10767938087447998,630
43,FXS,10,0.05497589081171013,0.006474024527360244,0.11776115733228366,630
43,FXS,11,0.054945360100458536,0.006452327679789927,0.11743171157660828,630
43,FXS,12,0.05486857791150373,0.0050955282260002925,0.09286787483755736,630
43,FXS,13,0.05472191095588699,0.004594682407762747,0.08396421702938447,630
43,FXS,14,0.05473725170133606,0.004258105628570007,0.07779173225217065,630
43,FXS,15,0.05475571251932591,0.004313043708875563,0.07876883544074573,630
43,FXS,16,0.05478084876187264,0.005072294310483432,0.09259247392336387,630
43,FXS,17,0.054901271354820994,0.005662198207663792,0.10313419102937736,630
43,FXS,18,0.055031249831829755,0.006208255578517915,0.11281327604751394,630
43,FXS,19,0.05505403745623808,0.006026158040199939,0.10945896647434937,630
43,FXS,20,0.05490652661001871,0.0053072387647678364,0.09665952469481894,630
43,FXS,21,0.05471414450023856,0.005111959278613123,0.09343030628196763,630
43,FXS,22,0.05468879470394717,0.003777455223092692,0.06907183168950062,630
43,FXS,23,0.054576071943082505,0.0030324757211446,0.05556419898279186,630
43,FXS,24,0.05461463987945564,0.003504631133305638,0.06417017746598698,630
43,FXS,25,0.05464961155066415,0.0038152111509198437,0.06981222816895719,630
43,FXS,26,0.0546547796458952,0.0032594042913689056,0.05963621685946547,630
43,FXS,27,0.05490552153852251,0.006218526490787441,0.11325867265324914,630
43,FXS,28,0.05491164696240236,0.005689366277661423,0.10360946342689183,630
43,FXS,29,0.054888066566652724,0.005394701424140716,0.09828550651514968,630
43,FXS,30,0.05508151220542098,0.007147890548881987,0.12976932300305494,630
43,FXS,31,0.05501571391073484,0.006462481007591495,0.1174660937432735,630
43,FXS,32,0.054982031219535404,0.0052808214453111445,0.09604631418991376,630
43,FXS,33,0.05476292617145985,0.003615991762628168,0.06602992234758763,630
43,FXS,34,0.05478707273446378,0.0042904031823768,0.07831050224513865,630
43,FXS,35,0.05472045283587206,0.0028343119644319366,0.05179620813689429,630
43,FXS,36,0.054642513695926896,0.0026806343395774685,0.0490576688051832,630
43,FXS,37,0.05470519387532794,0.0028489365911671958,0.05207799094286854,630
43,FXS,38,0.05483715100775635,0.0038681052266701823,0.07053804137496247,630
43,FXS,39,0.05480560710032781,0.003263197415369779,0.05954130586303205,630
43,FXS,40,0.05479013112092775,0.0035406737490960368,0.06462247263620133,630
43,FXS,41,0.05474307920251574,0.0038079201467046304,0.06955984577735692,630
43,FXS,42,0.05475595391813725,0.0034042071178776497,0.06217053807458274,630
43,FXS,43,0.05483248978853226,0.003369363746746975,0.06144830847078639,630
43,FXS,44,0.05483159658218187,0.0035157036133693993,0.06411820615327232,630
43,FXS,45,0.05506303016510275,0.006419602399845281,0.11658643522880124,630
43,FXS,46,0.05497414905518767,0.006177325609203556,0.11236782588489433,630
43,FXS,47,0.05468672090579593,0.003411839159304005,0.062388804865102156,630
43,FXS,48,0.05468634041765379,0.003349419105299463,0.06124781946861097,630
43,FXS,49,0.05476089782776341,0.00429293936709684,0.07839424730761715,630
43,FXS,50,0.05487914187685838,0.005535516258574048,0.10086739823656542,630
